,reviewId,content,score,at,replyContent,appVersion,application
59590,0668b4f6-8370-4eb4-bf60-be61fec67d7d,Helpful,5,2022-06-01 02:19:04,"Hai, Bunda Lastri widya Astuti! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.11.5,Asian Parent
91284,68494eb3-0af2-4740-befc-1680687a8cf5,"Aplikasi yang memudahkan, dari perkembangan anak hingga belanja ada 👍",5,2023-12-08 15:35:50,"Terima kasih atas ulasan positifnya AyBun! Senang mendengar bahwa aplikasi Tentang Anak memudahkan AyBun dalam memantau tumbuh kembang Si Kecil. Fitur cek tumbuh kembang anak, belanja dan fitur lainnya yang dirancang untuk memberikan dukungan lengkap bagi orang tua. Semoga aplikasi ini terus memberikan manfaat yang berkelanjutan untuk AyBun❤️",2.12.0,Teman Bumil
14521,9400d9e6-7f12-4719-a9a2-4d3559a89bf2,Aplikasi ini sangat membantu sekali karena bisa menghitung HPL masing² bumil,5,2022-05-31 06:59:17,"Hai, Parent Tika Nurma Yuhani! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.11.3,Asian Parent
69543,813b8d21-cf05-4d8f-8793-e56a0430da18,Great help!😍😍😍,5,2019-10-16 00:40:36,"Hi, Parent! Thank you for your positive feedback. We are happy that you find this app is helpful for you. We hope that our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.2,Asian Parent
90058,41376c3a-fe39-4de2-972b-1b0475fef9aa,tidak bs update,3,2019-03-19 04:56:55,,1.8.0,Teman Bumil
65802,ab2d0115-0b61-42cf-a2b5-93255c3cde2b,Good,5,2020-10-20 01:15:44,"Hi, Parent! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊",2.7.11,Asian Parent
4282,eb4d6686-a9e9-45b2-aef3-23f68635d344,"Bagus,bisa tahu perkembangan dan pertumbuhan anak",5,2024-02-07 00:29:13,"Halo, Parent Taeni tetentt! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi dari mulai perkembangan janin, masalah ibu hamil dan pertumbuhan anak. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur pemantau kehamilan, cari nama bayi, resep dll.) dengan baik ya.😊",2.13.5,Asian Parent
80359,619c7f6a-792f-42ab-98ec-ec2265bc66a2,"Aplikasi Teman Bumil saya download sejak awal tahu positif hamil. Sangat membantu untuk mengetahui perkembangan janin dari minggu ke minggu dari berat badan janin, panjang janin, dan detak jantung, serta simulasi ukuran dalam bentuk barang (buah dan sayur). Di dalamnya juga terdapat forum-forum yang dapat dengan mudah join.",5,2023-08-25 18:04:10,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif karena banyak penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih:)",2.19.7,Teman Bumil
70834,d0648e9e-caab-422c-a25f-41a89155455e,"thanks for giving best info regarding pregnancy,parents,bby,etc 😀",5,2019-05-30 11:44:10,"Hi, Parent! Thank you for your positive feedback. We are happy that our app is giving your more information and benefits about pregnancy and parenting. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.1,Asian Parent
59173,d4ec55b9-53da-4bf5-9c8b-624955155b4c,Excellent,5,2022-08-10 11:29:34,,2.12.2,Asian Parent
77476,4bac8026-bc77-4207-a64e-6f8bb5031ed3,Susah login..,4,2018-05-07 11:07:16,"Dear Bunda, mohon maaf atas ketidaknyamanannya. Silakan hubungi hallobumil@gmail.com untuk mendapatkan bantuan teknis dari kami.",1.11,Hallobumil
61242,47876f17-fc67-4af6-a678-0d6b520d883e,Ganda ng apps n ito nakakatulong Sha para Malaman kuh Ang dapat kung Malaman,5,2021-11-27 11:06:10,,2.10.3,Asian Parent
88565,f067aa1a-090f-4c75-bade-83fc2f33eae6,Lumayan membantu,5,2018-09-30 17:55:46,,1.5.0,Teman Bumil
89605,89c0712f-c717-41ce-8198-ee06bb32359f,Good app,5,2021-10-15 15:40:37,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih ya Mums:)",2.5.3,Teman Bumil
34044,84f1933d-7945-4707-b76c-1fb615e7afcc,sangat berguna banget apikasi ini,5,2021-03-12 17:55:43,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.0,Asian Parent
56114,ff014c92-ebb6-496b-8206-fb590589dae3,Beri banyak info dalam ilmu kehamilan,5,2024-08-16 07:26:43,"Hello, Iela! Anda memang terbaik!👍🏻 Kami gembira mendengar aplikasi theAsianparent membantu anda mendapatkan informasi berguna merangkumi perjalanan kehamilan mahupun keibubapaan. 💌 Kami berharap anda boleh war-warkan kepada rakan ibu anda yang lain untuk sertai komuniti theAsianparent! Terima kasih, Ibu! 💟",3.0.10,Asian Parent
2298,f94a9cde-2cab-4ea8-9eec-7c9903edafd3,ini apl kenapa di hp gw gak ada namanya ya?,5,2024-06-14 11:40:59,"Halo Bunda! Terima kasih atas ratingnya, ya. Namun kami kesulitan memahami masalah Bunda, nih, sehingga belum bisa membantu Bunda lewat review ini. Bunda bisa mengontak kami di kayla.azzahra@theasianparent.com untuk mengirimkan detail masalah Bunda, yaa. Terima kasih 😊",3.0.6,Asian Parent
52343,745abe8b-3177-48aa-b8a7-90c9c0169522,Makasih,4,2019-06-24 19:13:22,"Dear Parent, terima kasih untuk dukungan Anda. Jika Anda menyukai app kami, jangan lupa kasih bintang 5★ ya! Oh ya, undang teman-teman kalian untuk gabung dalam komunitas theAsianparent juga! 😊",,Asian Parent
78261,0385a282-8e48-407e-accb-028d688ce8d6,Sangat membantu dalam kehamilan saya,5,2017-01-12 08:10:23,,1.2,Hallobumil
78988,125384da-4db4-424d-aa5f-b30b4cf09755,"Terimakasih teman bumil, aku ngikutin dari anaku dalam kandungan sampai sekarang udah 1 tahun 10 bulan bentar lagi mau 2 tahun tepat bulan Juli hehe🤗 seneng banget dong dengan fitur yang udah prnh ku buka2 di teman bumil ini, membantu banget untuk ibu muda kyk aku 🤭 jadi banyak ilmu parenting juga MasyaAllah, semoga makin bnyk yg dowload dan menggunakan aplikasi ini dan informasi yg ada di dlm aplikasi juga lebih di sederhanakan agar ibu2 lebih memahami terimakasih 🙏💕",5,2024-05-17 22:11:25,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih Mums:)",2.22.3,Teman Bumil
9555,02704c09-60c6-4270-a06f-473a3c9358e9,Nambah wawasan tentang bayi dab sangat bermanfaat bagi saya seorang ibu dari 3pangeran,5,2022-11-18 13:44:04,"Halo, Parent Dindah yati sukaesih! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi seputar kehamilan, pregnancy, perkembangan janin, bayi dan parenting di aplikasi ini. Jangan lupa juga cek fitur resep kami untuk mengetahui resep makanan terbaik untuk ibu hamill, ibu menyusui dan anak bayi 😊",2.12.7,Asian Parent
93100,dbf5a2d9-f43e-4432-ba1e-c12e80388027,Parenting yg memberikan insiprasi untuk orang tua khususnya ibu dalam mencari informasi ttg dunia si kecil,5,2023-02-19 11:54:29,"Halo AyBun, terima kasih atas review positifnya. Kami senang dapat membantu Bunda dalam mendampingi si Kecil melalui aplikasi. Silakan ajak teman-teman Bunda menggunakan aplikasi Tentang Anak juga ya, agar mendapatkan manfaat dari fitur-fiturnya! 😊",1.7.0,Teman Bumil
19764,fbe7b013-bf01-4bc6-b4f5-406398b6e147,Bagus,5,2022-01-14 12:26:05,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
86758,ca6b53ad-289c-46d8-8908-ae7632511bb2,Dengan aplikasi teman bumil ini membantu wawasana saya tentang kehamilan,5,2019-09-09 17:37:54,"Hi Mums Maria Erlinawati!

Terima kasih telah menyukai aplikasi Teman Bumil. Apabila Mums mempunyai pertanyaan atau feedback seputar Teman Bumil, bisa dikirimkan ke info@temanbumil.com :)",1.9.1,Teman Bumil
1742,1204deca-fd39-45ff-a93e-01c07b375d9e,Good,5,2020-02-10 08:03:22,,2.0.8,Diary Bunda
10815,99aee0a8-9b58-473b-87bf-ccba838e39f2,"Aplikasinya sangat bermanfaat, udah kaya sosmed sekaligus dapet ilmu gratis juga. Bisa nambah cuan lagi ✨",5,2022-09-29 13:19:13,"Hai, Parent Dian Prasidawati! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.7,Asian Parent
32072,b3261072-c59d-4ffc-a036-00a0b2a6fb22,Sangat bermanfaat untuk mengetahui perkembangan janin dan bayi di hari2 berikit nya,5,2021-04-13 00:24:21,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.4,Asian Parent
39609,e34a0bd0-48bf-4c77-a909-db793a8b36b9,Semoga bermanfaat,5,2020-10-28 03:42:18,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.12,Asian Parent
17819,fc93c9d2-1dd5-4425-8030-62bfbf1af0cc,Aplikasi yang sangat mengedukasi & bermanfaat,5,2022-02-17 08:52:48,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.10,Asian Parent
40237,bce9444a-ed01-416c-a34b-f776e4b5802e,Aplikasi nya sangat membantu buat aku yg msh newmom... Banyak sharig² dan informasi² menarik. Thanks,5,2020-10-10 23:43:02,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.11,Asian Parent
44451,e0b74c2d-6b81-4a38-ac0b-031c3866e6af,Menambah pengetahuan sbg org tua baru,5,2020-04-25 05:45:41,"Halo, Bunda Nur Idha. Terima kasih atas review positifnya. Kami senang Bunda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
29127,23287d05-615f-48c3-aa86-28c344f97c75,Hrpn kdpn ny moga makin pesat tentang semua kehamilan sediteail mungkin,5,2021-06-25 09:07:19,"Hai, Parent! Terima kasih atas review positifnya ❤️ akan kami sampaikan ke tim kami. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.13,Asian Parent
18593,fbeb613f-5317-4a91-94f0-4895371cdd29,"Aplikasi ini sangat berguna bagi bumil maupun Bunda"" mantap deh pokoknya👍👍😃😃",5,2022-02-08 01:25:36,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.5,Asian Parent
26522,da14334f-339d-4431-bcf7-edb02dcf4848,wow ada aplikasi ini bisa buat kita belajar jadi moms yang baik,5,2021-09-12 17:09:23,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.28,Asian Parent
12889,0f90efd6-1059-465d-932e-56bb2bf69075,ok sangat,5,2022-08-02 12:14:11,"Hai, Parent agus heryatna! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.11.9,Asian Parent
63024,f11e9d85-f8e3-491c-9bdb-0302fedd68a3,Good Apps,5,2021-05-19 00:39:06,"Hi! Your glowing review warms our heart - we really appreciate it ❤️ We hope you continue to find our app useful as we accompany you on your parenting journey. We promise to keep improving your experience, too. Don't forget to invite your friends to join theAsianparent app community! 😊",,Asian Parent
47748,776778c1-bb76-48a1-8a69-cc7db220c2df,Aplikasi bagus untuk calon ortu,5,2019-12-15 10:27:31,"Hi, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.6,Asian Parent
83832,4260558d-a0a1-4007-bb0c-548ff9fefa8f,"Susah login bgt lah ,males jd pake apps nya sorry uninstall",2,2021-10-07 05:30:11,"Hi Mums, Mohon maaf atas ketidaknyamanannya. Silahkan dicoba kembali masukkan No. HP dan nanti Mums akan menerima Miss call, pastikan jangan di angkat teleponnya ya Mums. Masukkan 4 digit terakhir dari No. missed call. Setelah berhasil Mums langsung masuk ke Home page teman Bumil, selamat mencoba Mums. Terima kasih :)",,Teman Bumil
64456,b568f704-d38a-48a3-a1f8-65e5378fef4b,Lot of things to take note,5,2021-02-13 20:22:43,"Hi, Parent! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊",2.8.3,Asian Parent
59168,25aaa930-dc56-43c1-8644-d40c70ee6b42,Perfect app for a woman like you 😘,5,2022-08-10 20:53:07,,2.12.2,Asian Parent
48143,4e1dd269-6f3d-415d-ba77-f7e78fdca922,Verry good,5,2019-12-03 08:17:43,"Hi, Bunda Nina! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.6,Asian Parent
60065,88588e18-4fce-476e-a85a-038dc0322267,😍😍😍😍😍😍😍😍😍😍😍😍😍,5,2022-03-24 07:35:19,,2.10.14,Asian Parent
79236,4369fa81-b3f1-496d-9da1-3d77db081437,"Aplikasi yang banyak sekali manfaatnya , mulai informasi dan sampai produk2 yang biasa di pakai atau di konsumsi ibu hamil bisa di beli melalui aplikasi ini bahkan harganya pun diskon ga main main .. aku hamil anak ke3 tapi meskipun sudah melalui hamil2 sblm nya masih harus di bantu untuk membaca2 info penting tentang kehamilan yg sekarang ... Semoga selalu membantu untuk ibu2 lainnya ...",5,2024-03-14 09:18:38,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih Mums:)",2.21.5,Teman Bumil
8126,3248cc82-1b05-4b55-820b-da6a9b9c5d47,Sangat membantu calon ibu untuk kehamilan pertama 😍 ada banyak ilmu dan info yang bisa kita dapatkan,5,2023-02-14 06:42:46,"Hai, Parent Puji Rahayu! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.20,Asian Parent
87899,b24af203-8c69-4f65-bcfa-6ea75f829d87,mesti di update mulu setiap buka aplikasinya,1,2019-04-08 15:21:28,"Hi Mums!
Mohon maaf atas ketidaknyamanannya. Saat ini kami masih terus mengembangkan aplikasi Teman Bumil agar semakin mempermudah Mums dalam memperoleh informasi. Ditunggu perkembangan terbaru dari Teman Bumil ya, Mums! :)",1.8.2,Teman Bumil
12670,79c5ef2c-55f3-4138-a21d-8777cab6bf85,Loveeee,5,2022-08-10 13:47:21,"Hai, Parent Oppo A5s! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.12.2,Asian Parent
61411,dd34d944-a504-419f-ae47-2b1c1a8cc19e,Ok,5,2021-11-11 11:50:24,"Hai, Parent Ardana Kurniaji! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.10.1,Asian Parent
49171,5d6e3b56-ddfd-47ee-b8a7-5aa897c40c3d,Bagus,5,2019-11-08 07:53:21,"Hi, Bunda Yuli! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.2,Asian Parent
80336,20104091-3c92-43d9-9acd-4c25836b61a2,"Aplikasi terbaik yang pernah saya temui. Ada pemantauan kehamilan hingga pemantauan tumbuh kembang anak. Ada sering bagi2 hadiah. Banyak artikel tentang kehamilan dan tumbuh kembang anak. Dan sering webinar dengan para ahli. Apalagi, mumin sangat ramah. DM selalu dibalas. Terbaik deh pokoknya. Dah jatuh cinta sama Teman Bumil. Semoga makin sukses Teman Bumil. *setiap hari aku buka aplikasi teman bumil.",5,2023-08-26 02:04:41,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif karena banyak penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih:)",2.19.8,Teman Bumil
66562,549154ed-d99d-4c35-a91b-23d9129a1561,very good,5,2020-08-06 14:46:12,"Hi, Parent! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊",2.7.1,Asian Parent
45495,de811b7f-e76d-472b-9efd-85607d4aa58a,Good,5,2020-03-11 16:12:26,"Hi, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.6.2,Asian Parent
51165,bc7e1acc-9e82-4b43-8c18-7bfc89e90a61,Bisa sharing apa aja seputar baby dll,5,2019-08-30 08:31:30,"Halo, Bunda Siska. Terima kasih banyak atas review positifnya. Kami senang dapat membantu Bunda terhubung dengan komunitas orang tua terbesar di Indonesia sehingga dapat saling berbagi informasi. Semoga kedepannya Bunda dapat menggunakan semua fitur-fitur yang tersedia di aplikasi theAsianparent dengan baik ya! 😊",2.3.2,Asian Parent
56944,11670662-b207-458c-a0dd-e2814a43d6e4,Good,5,2023-12-22 21:29:38,"Hi, Meng! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊",2.13.5,Asian Parent
52734,a86b3a46-9d85-4fd7-853e-4f0e33fcb340,suka banget dengan info infonya.,5,2019-06-10 10:51:20,"Halo, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
86047,f0e0b42b-9c75-4c69-b65e-694032e441ff,Makasi giftnya,5,2019-12-04 20:03:03,Sama-sama Mums. Semoga Mums sehat selalu.Jangan lupa share pengalaman Mums menggunakan aplikasi Teman Bumil dengan mereview aplikasi ini di Appstore atau Playstore; atau share di Instagram Mums.,1.9.8,Teman Bumil
38927,7ba7af4c-0ca7-475f-9c9f-6fd5db45448d,Mudah dipahami,5,2020-11-15 11:23:18,"Halo, Parent. Terima kasih atas review positifnya. Kami senang dapat memberikan wadah diskusi untuk Anda dengan orangtua lainnya. Semoga Anda dapat menggunakan semua fitur dalam aplikasi dengan baik ya! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami juga. 😊",2.7.12,Asian Parent
4193,a22e73a6-e012-4345-bfe3-29d2d22a79c7,Dari anak pertama sampai mau otw anak ke tiga aplikasi ini membantu banget..,5,2024-02-12 21:20:26,"Hai, Parent Nyoman Triani! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.13.5,Asian Parent
50162,d8ae9476-7f91-4948-aaab-39a551a08ef9,terimakasih,5,2019-10-03 08:17:08,"Hi, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.2,Asian Parent
67197,fa6de63f-01e4-4c4e-b111-7cc861a98728,Good,4,2020-06-03 12:24:33,"Dear Parent, terima kasih untuk dukungan Anda. Jika Anda menyukai app kami, jangan lupa kasih bintang 5★ ya! Oh ya, undang teman-teman kalian untuk gabung dalam komunitas theAsianparent juga! 😊",2.6.2,Asian Parent
35704,72483753-ce3d-4497-a8ce-a585e671470d,Sangat bangus,5,2021-01-29 08:33:27,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.8.3,Asian Parent
75395,dcfd265b-22c8-4923-8913-550c21b8d1e5,"Suka banget apk ini, dari program hamil sampe sekarang udah hamil masih pake apk ini. ❤",5,2019-11-29 11:46:22,Terima kasih sudah mempercayai aplikasi Hallobumil Mama Sifa Afifah. Salam hangat untuk Mama dan keluarga :) ^in,1.24.7,Hallobumil
92045,bee19a64-fc8b-49a8-a382-89fb416aaae6,Wow .. sangat2 keren aplikasi ini ...,5,2023-08-24 12:36:19,"Hai Bunda Aulia Izzatunissa, terima kasih atas review positifnya! Senang sekali aplikasi Tentang Anak menjadi aplikasi yang keren untuk bunda. Semoga aplikasi kami dapat terus membantu dan bermanfaat dalam memantau tumbuh kembang Si Kecil ya. Jangan lupa ajak teman bunda untuk gunakan aplikasi kami juga ya😊",2.6.1,Teman Bumil
65561,618e3768-985b-4131-a839-4f1419f1e523,great apps to track your pregnancy journey,5,2020-11-10 02:49:44,"Hi Parent! Your glowing review warms our heart - we really appreciate it ❤️ We hope you continue to find our app useful as we accompany you on your parenting journey. We promise to keep improving your experience, too. Don't forget to invite your friends to join theAsianparent app community! 😊",2.7.12,Asian Parent
24850,06098085-fe98-440c-8446-29d922b780f4,"Aplikasinya bagus banget...buat nambah"" ilmu ,🥰",5,2021-10-19 14:45:21,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.9.30,Asian Parent
10949,47d77589-1a5b-40ce-a7cd-f50a60454157,Bagus,5,2022-09-26 13:19:06,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊",2.12.4,Asian Parent
5716,d2a8f7f5-a168-45d3-9cb2-c899a8065896,Aplikasi yang sangat bermanfaat untuk para orangtua dan anak,5,2023-11-23 12:17:29,"Hai, Parent Sarasmia Kusuma Wardani! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.30,Asian Parent
54811,b991945a-f8a7-4d73-acf9-7e925024851b,membantu,5,2019-03-02 16:09:14,"Halo Bunda, terima kasih banyak atas review positifnya. Semoga kedepannya Bunda dapat menggunakan semua fitur-fitur yang tersedia di aplikasi theAsianparent dengan baik ya! 😊",2.2.6.3,Asian Parent
57640,169b917a-4e06-4079-a805-82719f2408ec,More knowledge here as firstime mom,5,2023-07-21 21:45:03,"Hi, Parent! Thanks for your great feedback. We are happy that you're learning about pregnancy and parenting from this app. We'll make sure that your learning experience stays top-notch! Please encourage us further with a 5★ review and invite your friends to join theAsianparent app community, too! 😊",2.12.29,Asian Parent
77884,1890e50a-2a72-4135-bfb7-0421da5cafc4,"Kenapa untuk login susah bgt ya...?? eror mulu keterangan nya , gak asik ne aplikasinya , sangat menyebalkan",2,2017-08-15 11:13:57,"Dear Bunda, mohon maaf atas ketidaknyamanannya. 
Silakan coba kembali untuk membantu Bunda memantau kehamilan.",1.9,Hallobumil
10299,a6a0b09d-d239-4ae5-9627-e8b7e5f53af9,Okeh banget,5,2022-10-20 08:06:19,"Hai, Parent Verdant Dee! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.7,Asian Parent
