,reviewId,content,score,at,replyContent,appVersion,application
89407,041b8f4c-a4cb-446c-b4cd-ecf347de5871,"Baguss aplikasinya 👍 one stop aplikasi selama kehamilan. User friendly dan isinya lengkap bgtt! ada water trackernya,bikin yg males minum krn mual jd semangat. Bisa masukin data perkembangan janin&ibu. ada jurnal baby, bisa masukin foto usg dan baby bump, jd aplikasinya bikin bumil senanggg 🥰 ada checklist apa saja yg hrs dicek dan disiapkan selama kehamilan juga. Aplikasinya tidak mengandung mitos kayak apps lain 😅 artikelnya lumayan valid. Byk video edukasi dari dokter spesialis.mantap!",5,2022-09-20 23:04:56,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran giveaway menarik dari Teman Bumil, terima kasih Mums:)",2.15.1,Teman Bumil
40086,32b3d2fd-5053-480a-8b0a-557a2458056b,Sangat bermanfaat,5,2020-10-14 17:36:56,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.11,Asian Parent
24781,71fccd8a-9cfe-4c47-b7b5-e70c2f4d9c02,Suka banyak artikel bermanfaat,5,2021-10-19 15:34:01,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",,Asian Parent
33863,43d379ef-b757-4b06-b940-2fb45c030bf3,Bagus,5,2021-03-16 05:47:57,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.1,Asian Parent
67472,49d37373-02de-4f0d-8704-f694545ee8a6,Nice App,5,2020-05-05 05:15:13,"Hi, Parent! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊",2.6.2,Asian Parent
4664,e90c33de-4bcb-426d-af92-94009559a3d3,Aplikasi yang sangat bagus dan sangat membantu saya. Terus kita bisa sering juga sama bunda-bunda semuah .,5,2024-01-29 21:24:17,"Hai, Parent rifani buamona! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.13.5,Asian Parent
8786,a29c5499-da70-4567-a766-022146601f7a,Sangat membantu buat aku yg sedang hamil anak pertama. Banyak pengetahuan yg didapat.,5,2023-01-13 12:38:47,"Halo, Parent annisa septiana! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi seputar kehamilan, pregnancy, perkembangan janin, bayi dan parenting di aplikasi ini. Jangan lupa juga cek fitur resep kami untuk mengetahui resep makanan terbaik untuk ibu hamill, ibu menyusui dan anak bayi 😊",2.12.15,Asian Parent
34455,0dc46fd6-329e-467f-9858-0853254314ad,Bagus bisa bersdiskusi,5,2021-03-01 13:59:34,"Halo, Parent. Terima kasih atas review positifnya. Kami senang dapat memberikan wadah diskusi untuk Anda dengan orangtua lainnya. Semoga Anda dapat menggunakan semua fitur dalam aplikasi dengan baik ya! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami juga. 😊",2.9.0,Asian Parent
14888,81c11fd7-aa69-4ff4-84cf-afb04016b676,Mantul,5,2022-05-10 13:10:02,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.10,Asian Parent
75606,7df4bcdd-60e2-4f7f-aad0-6b180b0f1181,Aplikasi sering keluar n macet 😢,2,2019-09-20 19:57:49,"Dear Mama A Ajeng, mohon maaf atas ketidaknyamanan. Mengenai kendala ini sudah dalam proses pengecekan oleh pihak terkait kami. Mohon dapat dinantikan update versi terbarunya. :) ^lp",1.24.0,Hallobumil
23040,cfb1b9f7-fb5c-43c0-86a5-3c86deadc82a,"Sudah lama saya download the asian parent,karena banyak ilmu2 tentang kehamilan dan saya sangat suka dg info ttg pertumbuhan anak, lengkap sekali pokok nya disini.. Ga bakal nyesel yaa kl bunda2 download aplikasi theasianparent.. coba yuk download, biar bunda bisa merasakan manfaat nya seperti saya.. gassken 🥰",5,2021-11-17 13:58:18,"Halo, Bunda. Terima kasih atas review positifnya. Kami senang Bunda bisa mendapatkan manfaat positif dari aplikasi ini. Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊
",2.10.3,Asian Parent
46551,4bd2a2b9-54fe-4169-83aa-99c4fbbf1288,Good,5,2020-01-30 11:39:12,"Hi, Parent! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.6,Asian Parent
54595,06c1a889-34e2-41d8-9ba6-e8358b86a688,tempat bertanya2,5,2019-03-16 01:08:47,"Halo Bunda Kiky, terima kasih banyak atas review positifnya. Kami senang dapat membantu Bunda terhubung dengan komunitas orang tua terbesar di Indonesia sehingga dapat saling berbagi informasi. Semoga kedepannya Bunda dapat menggunakan semua fitur-fitur yang tersedia di aplikasi theAsianparent dengan baik ya! 😊",2.2.6.4,Asian Parent
955,4515ad3d-d950-4d12-b2b0-964389decd75,saya jadi lebih mengerti lg,5,2021-02-27 22:18:33,"Hai Bunda Kemet, terima kasih telah menggunakan aplikasi Diary Bunda dan atas ulasan baiknya 🙏🏻 Kami senang sekali mendengar manfaat baik yang dirasakan dari aplikasi kami. Semoga dapat terus membantu dan bermanfaat bagi Bunda ya. Sehat selalu ya, Bunda! 🤗",2.1.19,Diary Bunda
49473,a5bc2c7e-a117-4827-bcc0-efaa0e2b2dd7,sangat membantu,5,2019-10-30 13:19:32,"Halo, Bunda Merinda! Terima kasih atas review positifnya. Jika Anda menyukai aplikasi ini, boleh dong dikasih bintang 5 sekalian? Ehehe. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami ya. 😊",2.3.3,Asian Parent
29465,91a119db-5839-4c5e-9a90-7c3bd22b866d,Sangat bagus untuk calon ibu,5,2021-06-16 12:19:59,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.7,Asian Parent
75486,fbcb4d1a-1a64-4546-8708-946e90a4bfca,Baru mencoba..semoga bisa membantu,3,2019-10-27 18:20:27,"Dear Papa Sigit Untoro, terima kasih atas ulasannya. Semoga aplikasi Hallobumil dapat bermanfaat. Salam hangat :) ^in",,Hallobumil
46938,7dd2e0b6-4532-4c17-bb49-58097196b380,Sejauh ini sangat membantu saya dan istri,5,2020-01-16 16:31:17,"Hi, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.4.2,Asian Parent
20070,2a75aac6-5277-402b-bd99-340f0ee18f63,Aplikasi yang sangat amat membantu untuk belajar bagi para orang tua,5,2022-01-08 10:04:36,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",,Asian Parent
70315,34ec3982-63f8-475a-84ed-5c48a93c18f0,very good app im love it,5,2019-08-03 15:53:35,"Hi, Parent! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.1,Asian Parent
15177,ba7ff457-ffe4-4f70-a519-cef45d82f777,Sangat membantu,5,2022-04-26 06:24:10,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.11.0,Asian Parent
47694,a4df2762-29b2-4642-94d3-b04db284fffa,Suka dan bnyk artikel2 yg bermanfaat,5,2019-12-17 13:05:11,"Hi, Bunda Yatimah! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.3.3,Asian Parent
73011,728ee109-a7cd-43ca-a3a5-943a533d1f0b,"Bener bener bagus aplikasi nya, sangat membantu untuk calon ibu yang sedang program maupun yang sedang hamil 🥰🥰",5,2022-02-22 07:36:18,"Hallo Mama Meilani Restu Utami , terima kasih atas ulasan dan lima bintangnya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping kehamilan dan tumbuh kembang Si Kecil nantinya. Sehat selalu :) ^np

",2.1.8,Hallobumil
9181,a1eff82e-eff4-4158-bd60-6868290eb806,Lebih menambah pengetahuan lengkap👍🏻👍🏻👍🏻👍🏻👍🏻,5,2022-12-03 05:48:53,"Halo, Parent Astri Siti Syarifah! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi seputar kehamilan, pregnancy, perkembangan janin, bayi dan parenting di aplikasi ini. Jangan lupa juga cek fitur resep kami untuk mengetahui resep makanan terbaik untuk ibu hamill, ibu menyusui dan anak bayi 😊",2.12.12,Asian Parent
55367,ef0eb6f2-27db-461b-8dac-5388bbb63173,Aplikasi sangat bagus.. Alhamdulillah bisa bermanfaat ilmu nya dari sini. Semoga berkah buat semua.,5,2019-02-06 20:57:01,"Halo Ayah/Bunda, terima kasih banyak atas review positifnya. Kami senang dapat menyediakan aplikasi yang bermanfaat untuk Bunda. Semoga kedepannya Bunda dapat menggunakan semua fitur-fitur yang tersedia di aplikasi theAsianparent dengan baik ya! 😊",2.2.5.7,Asian Parent
34704,77772f07-2fc4-46fa-b496-a99b5c85d1bc,Sangat membantu,5,2021-02-23 08:25:31,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.8.4,Asian Parent
62716,25ce6a68-1def-4213-a259-376d6145186b,"Must have application for mom to be,",5,2021-06-17 15:15:35,"Hi Parent! Your glowing review warms our heart - we really appreciate it ❤️ We hope you continue to find our app useful as we accompany you on your parenting journey. We promise to keep improving your experience, too. Don't forget to invite your friends to join theAsianparent app community! 😊",,Asian Parent
7363,099af9c3-12ec-4bd6-8719-d62953f14a25,"Aplikasi yang bagus untuk memantau perkembangan kandungan dan anak, serta artikel yang sangat membantu,.",5,2023-03-27 10:37:17,"Halo, Parent easy travel! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi dari mulai perkembangan janin, masalah ibu hamil dan pertumbuhan anak. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur pemantau kehamilan, cari nama bayi, resep dll.) dengan baik ya.😊",2.12.21,Asian Parent
69630,eed3b017-def9-4a04-87de-0c6958dcbd86,Very helpful,5,2019-10-11 08:00:02,"Hi, Parent! Thank you for your positive feedback. We are happy that you find this app is helpful for you. We hope that our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.2,Asian Parent
37002,89060664-5e82-4815-9ef2-e2e11731f065,Sangat membantu,5,2020-12-27 22:07:16,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.8.0,Asian Parent
39699,c51807dd-0bb7-4d20-9651-cc657e89df15,"Saya suka apk ini, karena dapat membantu Dan bisa tau banyak Hal",5,2020-10-24 22:14:11,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.12,Asian Parent
57818,62876b98-4d74-48a5-80ba-83d2f6892ad3,Nicee love it 🥰🥰🥰🥰,5,2023-05-10 21:26:54,Hi Zaif! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊,2.12.20,Asian Parent
58023,c2576207-0217-46ee-b449-275eda2e8095,Very good,5,2023-03-06 12:05:15,,2.12.20,Asian Parent
76694,5dd48a1e-f5bb-4781-8a89-b8d061c6f738,keren,5,2019-04-24 10:41:30,"Dear Bunda Dinna Salmin, terima kasih atas ulasannya. Sehat selalu untuk Bunda dan keluarga :) ^in",1.18,Hallobumil
24706,90fe8057-4cfc-497f-aae4-a8454ec76457,Pokoknya suka,5,2021-10-21 08:01:06,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.31,Asian Parent
9543,d9c81549-05ec-4a21-ad3a-c68b701c8094,Suka banget sama aplikasi ini mudah memantau si kecil dan kita bisa cari tau informasi seputar kehamilan dan menyusui lho,5,2022-11-13 14:46:28,"Halo, Parent Handan Suhanik! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi dari mulai perkembangan janin, masalah ibu hamil dan pertumbuhan anak. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur pemantau kehamilan, cari nama bayi, resep dll.) dengan baik ya.😊",2.12.11,Asian Parent
66437,1cdc00af-98b6-401c-8fe5-07600a1eba8a,Super laking tulong sa akin ng app na ito lalo pa at 1st time mom ako mdme akong natutunan sa app nato 😊,5,2020-08-21 06:01:36,"Hi, Salamat sa iyong positive feedback. Gusto ka naming tulungan sa iyong parenting journey gamit ang iba't ibang features ng aming app. Dahil mas magiging masaya ang iyong parenting journey with friends, invite mo na ang yong barkada to join theAsianparent community!",2.6.2,Asian Parent
41960,c034462b-33b6-42df-a865-ba7319fcd579,"Aplikasinya bagus. Kita bisa, menantau perkembangan anak",5,2020-08-17 11:01:43,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.1,Asian Parent
17651,7bfaad35-f437-49d5-8a6a-80a1483a3256,Mantap,5,2022-02-21 11:35:35,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.6,Asian Parent
59688,1504cab9-0beb-4501-b32a-7f0f60b1ae50,Sobrang nakakatulong sakin ang apps na to ask a mom and ask a preggy mom,5,2022-05-18 12:12:08,,2.11.3,Asian Parent
58763,1fb49733-1c70-446b-b05c-15fd2e35e666,Bagus banget aplikasinya,5,2022-10-14 11:28:14,"Hai, Parent Nabilla Swayantika! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.7,Asian Parent
44184,e9cde148-b0ce-4200-9372-cd4bcb54e539,Aplikasinya sangat membatu 👍🏻 apalagi saya di kehamilan 1. Tx,5,2020-05-07 09:06:44,"Hai, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.6.2,Asian Parent
9924,5adfc203-18be-4636-8f8e-9a54d47a74bb,"Ko saya ngga bisa masuk ya, invalid terus. Gimana ya caranya",4,2022-10-31 21:42:17,"Hai, Bunda Desty aprillia Putri! Terima kasih atas review positifnya ❤️ Apakah bunda sudah coba update aplikasinya ke versi paling baru? jika belum silakan di-update dulu ya, Bun. Jika masih belum bisa, silakan kirimkan detail akun bunda ke alamat e-mail app.feedback@theasianparent.com ya. Terima kasih 😊
",2.12.11,Asian Parent
67692,57285a62-02a1-4934-a0bb-297bb9fb5435,Good,5,2020-04-06 16:11:32,"Hi Azrull! Thank you for your positive feedback. We really appreciate it! ❤️ We hope our app features will help you and your family in many ways. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",,Asian Parent
49643,d86cb977-1d24-46ef-bc6c-c52360ada0f5,Bagus,4,2019-10-24 16:00:36,"Dear Mheyllani, terima kasih untuk dukungan Anda. Jika Anda menyukai app kami, jangan lupa kasih bintang 5★ ya! Oh ya, undang teman-teman kalian untuk gabung dalam komunitas theAsianparent juga! 😊",2.3.2,Asian Parent
25543,c2b87bde-5949-4a2f-8e56-095e00ea8d46,Bagus,4,2021-09-30 19:43:48,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.30,Asian Parent
14946,4bc516ba-bec4-45cc-acad-85566969388c,Udah jd pengguna TAP sejak 2018 dan selalu jd pilihan dalam parenting anak saya The best makin modern dan semakin terdepan,5,2022-05-07 01:39:57,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",,Asian Parent
74600,b4847d0f-a360-476c-886c-71cec5bd3fe2,😍,5,2020-10-15 10:18:35,"Hallo Mama Siti Rohani, terima kasih atas ulasan dan lima bintangnya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping perencanaan kehamilan, masa kehamilan, dan tumbuh kembang Si Kecil. Sehat selalu :) ^np",2.0.3,Hallobumil
13735,1118e58c-3d9e-4f89-b799-b82afd5c7e06,Bagus,5,2022-06-28 13:38:40,"Hai, Parent dewi suhana! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.11.6,Asian Parent
72630,65e2b084-539a-4de4-9d6b-7359ec3662e1,👍👍👍👍👍👍👍,5,2022-09-08 09:22:58,"Dear Mama Evi Amelia Official, terima kasih atas ulasannya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping kehamilan dan tumbuh kembang Si Kecil nantinya. Sehat selalu :) ^np

",2.2.9,Hallobumil
45089,07e5d642-8d51-48f0-8da8-50ac2d2cd0ac,coba saya tau dr lama yaa nyesel bnaget gak tau ini dr lama ahhh,5,2020-03-25 16:32:28,"Hi, Bunda Yunita Zidane! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.6.2,Asian Parent
64167,b094b5fd-6729-4d84-8160-f3b498982c2a,Love this app.Very helpful,5,2021-03-15 08:04:30,"Hi, Parent! Thank you for your positive feedback. We are happy that you find our app helpful as you navigate the exciting world of parenting! Because parenting is much more fun with friends, do invite them to join theAsianparent app community too!",2.9.1,Asian Parent
1441,29b57c7b-e7cf-4792-a3f7-9e8091f10512,Bagus,5,2020-06-23 15:02:11,,2.1.6,Diary Bunda
53036,e3a2beee-35eb-478c-9a9f-4f59dbedae88,"aplikasi ini sangat membantu saya dalam merawat bayi, banyak sekali informasi dan pengalaman bunda bunda yg lain bisa dijadikan referensi..",4,2019-05-25 14:53:38,"Halo, Bunda Tiara. Terima kasih atas review positifnya. Jika Bunda menyukai aplikasi ini, boleh dong dikasih bintang 5? Ehehe. Semoga Bunda bisa memanfaatkan semua fitur di aplikasi theAsianparent! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami ya. 😊",2.3.1,Asian Parent
56519,6545745d-ac70-4da4-9b67-67a75f4a52ca,Very informative and useful app! Recommended to another momma 🫰,5,2024-03-29 16:33:33,"Hi Parent! Your glowing review warms our heart - we really appreciate it ❤️ We hope our exclusive pregnancy & baby tracker continue to find our app useful as we accompany you on your parenting journey. We promise to keep improving your experience, too. Don't forget to invite your fellow parents and friends to join theAsianparent app community! 😊",3.0.6,Asian Parent
2220,3b9662fe-5703-4786-a058-f73400b572dd,Semoga bisa menang,5,2024-05-29 21:56:30,"Halo Bunda! Terima kasih atas rating baiknya, ya. Semoga Bunda bisa terus menggunakan aplikasi kami dan tergabung dalam komunitas kami dengan nyaman 😊",3.0.6,Asian Parent
19176,e5b49cee-b831-4a4e-bbd5-5d3dd853804f,Oke,4,2022-01-25 06:35:06,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
25134,8c5eed2f-fb7e-486b-a031-d93c5dcf139a,Love this,5,2021-10-12 12:18:23,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.31,Asian Parent
12526,c654a6ca-dd5b-4e14-8d03-6ca9c64d484b,Baguss bangtt apk nyaa 😍,5,2022-08-12 16:23:46,"Hai, Parent Fahril Fahril! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.12.3,Asian Parent
21908,b20447ef-1b21-4cc7-a643-a6f51d6d0320,Sangat membantu,5,2021-12-02 22:12:22,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.5,Asian Parent
5324,539b8755-8409-441a-bbe7-49b7d4320e41,Bagus sangat membantu,5,2024-01-12 09:15:10,"Hai, Parent Yuyun Sriwahyuni! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.13.5,Asian Parent
28456,79dd3e03-ee1a-4ef9-ab43-da1d8ee68b75,sangat membantu,5,2021-07-18 11:26:45,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.13,Asian Parent
51463,e0f75264-38f7-4746-8f03-66b86f6e8024,bisa berbagi pengalaman dengan ibu ibu yang lain,4,2019-08-13 21:49:19,"Halo, Parent! Terima kasih atas review positifnya. Jika Anda menyukai aplikasi ini, boleh dong dikasih bintang 5 sekalian? Ehehe. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami ya. 😊",2.3.1,Asian Parent
11118,8686b797-8de8-4d1b-9450-b81d1ec86172,"Aplikasi yang sangat membantu, pengalaman hamil anak pertama bisa belajar banyak hal menggunakan aplikasi ini, dari mulai menghitung perkiraan lahir, memantau perkembangan janin, pantangan ketika hamil, asupan gizi, perlengkapan ibu dan bayi, perawatan ibu dan bayi, tips-tips lainnya lengkap. Dan yang paling suka di palikasi ini kita bisa sharing dengan bunda2 hebat yang responnya cepat dan sangat antusias. Pokoknya aplikasi ini sangat menbantu 🥰🥰🥰🥰",5,2022-09-21 13:42:23,"Hai, Parent lusi hardiyanti! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.7,Asian Parent
83565,bfdca1e6-e5c7-45f3-821d-ea711eee5943,"Dari awal program hamil lalu hamil kemudin melahirkan bahkan sekarang anak saya sudah 3 tahun masih pakai Aplikasi ini karena sangat membantu banyak hal untuk saya sangat rekomen buat ibu2 millenial. Banyak informasi yg bermanfaat untuk perkembangan kehamilan, bayi dan anak terutama informasi untuk ibu 🥰",5,2022-01-21 04:52:49,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih ya Mums:)",2.9.2,Teman Bumil
71167,6f1b2110-a565-4529-a394-2cd91a924ddf,I'm enjoying this app.,5,2019-04-28 14:02:37,"Hi, Chez Peralta! Thank you for your feedback. We are happy that you enjoy this app. However, if you like this app so much, please give us your five-stars review. And, we hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.2.12,Asian Parent
64031,3426874b-d2a5-4a2a-bd57-111f6bbce51c,really nice app.,5,2021-03-24 20:01:48,"Hi, Parent! Thank you for your positive feedback. We hope our app keeps helping you and your baby grow and thrive as you cross many beautiful milestones together. Please invite your squad to join theAsianparent app community too! 😊",2.9.1,Asian Parent
